CUI	Uniprot_Name	Uniprot_id	Gene_name	EnsembleGeneId	TTD_id
C1421105	A0A075B706_HUMAN	A0A075B706	TRDJ1	ENSG00000211825	null
C1824227	TM248_HUMAN	Q9NWD8	TMEM248	ENSG00000106609	null
C1425330	P2Y12_HUMAN	Q9H244	P2RY12	ENSG00000169313	T46937
C1413098	KCC1A_HUMAN	Q14012	CAMK1	ENSG00000134072	null
C1540220	ERLEC_HUMAN	Q96DZ1	ERLEC1	ENSG00000068912	null
C2829186	CPSF7_HUMAN	Q8N684	CPSF7	ENSG00000149532	null
C1424092	CT085_HUMAN	Q9H1P6	C20orf85	ENSG00000124237	null
C1425495	SG1D2_HUMAN	O95969	SCGB1D2	ENSG00000124935	T46824
C1538507	OCAD2_HUMAN	Q56VL3	OCIAD2	ENSG00000145247	null
C1421563	1433T_HUMAN	P27348	YWHAQ	ENSG00000134308	null
C1876213	DOP2_HUMAN	Q9Y3R5	DOP1B	ENSG00000142197	null
C2239344	DEFI8_HUMAN	Q6ZN54	DEF8	ENSG00000140995	null
C2681281	CL074_HUMAN	Q32Q52	null	ENSG00000214215	null
C1335814	SFRP4_HUMAN	Q6FHJ7	SFRP4	ENSG00000106483	T93727
C1412182	ADA12_HUMAN	O43184	ADAM12	ENSG00000148848	null
C1538324	BL1S1_HUMAN	P78537	BLOC1S1	ENSG00000135441	null
C1414402	ENOA_HUMAN	P06733	ENO1	ENSG00000074800	null
C1423000	OR8J1_HUMAN	Q8NGP2	OR8J1	ENSG00000172487	null
C1537398	IF44L_HUMAN	Q53G44	IFI44L	ENSG00000137959	null
C1824477	CQ085_HUMAN	Q53F19	NCBP3	ENSG00000074356	null
C1413399	CHRD_HUMAN	Q9H2X0	CHRD	ENSG00000090539	null
C1413974	DEF3_HUMAN	P59666	DEFA3	ENSG00000239839	null
C1418784	PPE2_HUMAN	O14830	PPEF2	ENSG00000156194	null
C1538214	ZN644_HUMAN	Q9H582	ZNF644	ENSG00000122482	null
C1418350	PCDG3_HUMAN	Q9Y5H0	PCDHGA3	ENSG00000254245	null
C1332711	CD3E_HUMAN	P07766	CD3E	ENSG00000198851	T87075
C1425029	PTBP2_HUMAN	Q9UKA9	PTBP2	ENSG00000117569	null
C1422053	AT10B_HUMAN	O94823	ATP10B	ENSG00000118322	null
C2240185	ZBBX_HUMAN	A8MT70	ZBBX	ENSG00000169064	null
C1416594	KCNKD_HUMAN	Q9HB14	KCNK13	ENSG00000152315	null
C1824685	CDA7L_HUMAN	Q96GN5	CDCA7L	ENSG00000164649	null
C3146479	ARHGQ_HUMAN	Q96DR7	ARHGEF26	ENSG00000114790	null
C1825562	IFM5_HUMAN	A6NNB3	IFITM5	ENSG00000206013	null
C1332015	ADA11_HUMAN	O75078	ADAM11	ENSG00000073670	null
C1418096	OR5L2_HUMAN	Q8NGL0	OR5L2	ENSG00000205030	null
C3469671	SAPC1_HUMAN	Q5SSQ6	SAPCD1	ENSG00000228727	null
C1425443	ZN366_HUMAN	Q8N895	ZNF366	ENSG00000178175	null
C1422227	GP126_HUMAN	Q86SQ4	ADGRG6	ENSG00000112414	null
C1422697	RM40_HUMAN	Q9NQ50	MRPL40	ENSG00000185608	null
C1419988	SFRP5_HUMAN	Q5T4F7	SFRP5	ENSG00000120057	null
C1426675	DNJC1_HUMAN	Q96KC8	DNAJC1	ENSG00000136770	null
C1425672	KLHL8_HUMAN	Q9P2G9	KLHL8	ENSG00000145332	null
C1414646	FMO4_HUMAN	P31512	FMO4	ENSG00000076258	null
C1426024	TNIP2_HUMAN	Q8NFZ5	TNIP2	ENSG00000168884	null
C2239826	PLGA_HUMAN	Q15195	null	ENSG00000240935	null
C1429017	ZN593_HUMAN	O00488	ZNF593	ENSG00000142684	null
C1825708	KI26B_HUMAN	Q2KJY2	KIF26B	ENSG00000162849	T74371
C1427062	RPGF6_HUMAN	Q8TEU7	RAPGEF6	ENSG00000158987	null
C1825060	ERC2_HUMAN	O15083	ERC2	ENSG00000187672	null
C1424539	KRA32_HUMAN	Q9BYR7	KRTAP3-2	ENSG00000212900	null
C1970412	SEBOX_HUMAN	Q9HB31	SEBOX	ENSG00000274529	null
C1422119	RL36_HUMAN	Q9Y3U8	RPL36	ENSG00000130255	null
C1845515	RHXF1_HUMAN	Q8NHV9	RHOXF1	ENSG00000101883	null
C1825254	MT21B_HUMAN	Q96AZ1	EEF1AKMT3	ENSG00000123427	null
C1413381	CHD2_HUMAN	O14647	CHD2	ENSG00000173575	null
C1423287	O51F1_HUMAN	A6NGY5	OR51F1	ENSG00000280021	null
C1412286	AGRP_HUMAN	O00253	AGRP	ENSG00000159723	T52937
C1427105	SESN2_HUMAN	P58004	SESN2	ENSG00000130766	null
C1427365	RN125_HUMAN	Q96EQ8	RNF125	ENSG00000101695	null
C1419850	STMN2_HUMAN	Q93045	STMN2	ENSG00000104435	null
C1426957	LSM1_HUMAN	O15116	LSM1	ENSG00000175324	T77344
C1823194	BT3L4_HUMAN	Q96K17	BTF3L4	ENSG00000134717	null
C1414181	DUS10_HUMAN	Q9Y6W6	DUSP10	ENSG00000143507	T17339
C1416519	ITPR3_HUMAN	Q14573	ITPR3	ENSG00000096433	T12581
C1539135	CPXM2_HUMAN	Q8N436	CPXM2	ENSG00000121898	null
C1413859	CP1B1_HUMAN	Q16678	CYP1B1	ENSG00000138061	T92521
C1427723	ARHGH_HUMAN	Q96PE2	ARHGEF17	ENSG00000110237	null
C1413634	COX41_HUMAN	P13073	COX4I1	ENSG00000131143	null
C1414058	DKK2_HUMAN	Q9UBU2	DKK2	ENSG00000155011	T10125
C1417140	SG2A1_HUMAN	O75556	SCGB2A1	ENSG00000124939	null
C1417032	MARCO_HUMAN	Q9UEW3	MARCO	ENSG00000019169	null
C1422412	PMEPA_HUMAN	Q969W9	PMEPA1	ENSG00000124225	null
C1417050	MBD2_HUMAN	Q9UBB5	MBD2	ENSG00000134046	null
C1424695	COLA1_HUMAN	Q96P44	COL21A1	ENSG00000124749	null
C1412799	BLCAP_HUMAN	P62952	BLCAP	ENSG00000166619	null
C1417672	NEK2_HUMAN	P51955	NEK2	ENSG00000117650	T49102
C1425931	BMAL2_HUMAN	Q8WYA1	ARNTL2	ENSG00000029153	null
C1415475	HYAS2_HUMAN	Q92819	HAS2	ENSG00000170961	null
C1413734	CRGB_HUMAN	P07316	CRYGB	ENSG00000182187	null
C2239318	CWC15_HUMAN	Q9P013	CWC15	ENSG00000150316	null
C1421281	UB2G2_HUMAN	P60604	UBE2G2	ENSG00000184787	null
C1418586	PIN4_HUMAN	Q9Y237	PIN4	ENSG00000102309	null
C1824041	ZN767_HUMAN	Q75MW2	null	ENSG00000133624	null
C1424297	EURL_HUMAN	Q9NYK6	EURL	ENSG00000154642	null
C1419991	SRS11_HUMAN	Q05519	SRSF11	ENSG00000116754	null
C2239392	EX3L2_HUMAN	Q2M3D2	EXOC3L2	ENSG00000283632	null
C1442751	CTR1_HUMAN	P30825	SLC7A1	ENSG00000139514	T43589
C1413124	CAPZB_HUMAN	P47756	CAPZB	ENSG00000077549	null
C1418918	KPCE_HUMAN	Q02156	PRKCE	ENSG00000171132	T93262,T00895
C1412357	LX12B_HUMAN	O75342	ALOX12B	ENSG00000179477	null
C1427774	GNAT3_HUMAN	A8MTJ3	GNAT3	ENSG00000214415	null
C1413608	COPE_HUMAN	O14579	COPE	ENSG00000105669	null
C1422271	BAG6_HUMAN	P46379	BAG6	ENSG00000204463	null
C3469918	COX20_HUMAN	Q5RI15	COX20	ENSG00000203667	null
C1823377	TM116_HUMAN	Q8NCL8	TMEM116	ENSG00000198270	null
C1413909	SYDC_HUMAN	P14868	DARS1	ENSG00000115866	null
C1418823	PP1RB_HUMAN	O60927	PPP1R11	ENSG00000204619	null
C1416602	KCMA1_HUMAN	Q12791	KCNMA1	ENSG00000156113	T66538
C1427955	ALG2_HUMAN	Q9H553	ALG2	ENSG00000119523	null
C1426196	HYDIN_HUMAN	Q4G0P3	HYDIN	ENSG00000157423	null
C1823672	A20A3_HUMAN	Q5VUR7	ANKRD20A3P	ENSG00000276203	null
C1427054	ZN416_HUMAN	Q9BWM5	ZNF416	ENSG00000083817	null
C1418212	P2RX3_HUMAN	P56373	P2RX3	ENSG00000109991	T17140
C1823916	UNK_HUMAN	Q9C0B0	UNK	ENSG00000132478	null
C1332697	CCNE1_HUMAN	P24864	CCNE1	ENSG00000105173	T10052
C1414024	DGAT1_HUMAN	O75907	DGAT1	ENSG00000185000	T75386,T16688
C1843785	CUL9_HUMAN	Q8IWT3	CUL9	ENSG00000112659	null
C1427748	MIC19_HUMAN	Q9NX63	CHCHD3	ENSG00000106554	null
C1428380	TTLL3_HUMAN	Q9Y4R7	TTLL3	ENSG00000214021	null
C1334899	GCR_HUMAN	P04150	NR3C1	ENSG00000113580	T30687,T40016
C2239892	RNK_HUMAN	Q6P5S7	RNASEK	ENSG00000219200	null
C1334122	IL6_HUMAN	P05231	IL6	ENSG00000136244	T32578
C1412829	BSN_HUMAN	Q9UPA5	BSN	ENSG00000164061	null
C2681277	SMCO2_HUMAN	A6NFE2	SMCO2	ENSG00000165935	null
C1424114	MTG2_HUMAN	Q9H4K7	MTG2	ENSG00000101181	null
C1422938	O56A4_HUMAN	Q8NGH8	OR56A4	ENSG00000183389	null
C1969082	SL9B1_HUMAN	Q4ZJI4	SLC9B1	ENSG00000164037	null
C1420993	A0A0B4J268_HUMAN	A0A0B4J268	TRAV4	ENSG00000211778	null
C1538610	PDIA5_HUMAN	Q14554	PDIA5	ENSG00000065485	null
C1539454	FA50A_HUMAN	Q14320	FAM50A	ENSG00000071859	null
C1428643	PI3R6_HUMAN	Q5UE93	PIK3R6	ENSG00000276231	null
C1424684	HNRL1_HUMAN	Q9BUJ2	HNRNPUL1	ENSG00000105323	null
C1825347	PSF1_HUMAN	Q14691	GINS1	ENSG00000101003	null
C1425098	F178A_HUMAN	Q8IX21	SLF2	ENSG00000119906	null
C1416654	KI3S1_HUMAN	Q14943	null	ENSG00000275434	null
C1425528	PHF7_HUMAN	Q9BWX1	PHF7	ENSG00000010318	null
C1423330	O52W1_HUMAN	Q6IF63	OR52W1	ENSG00000175485	null
C1415646	HNRPL_HUMAN	P14866	HNRNPL	ENSG00000104824	null
C1428357	CAZA3_HUMAN	Q96KX2	CAPZA3	ENSG00000177938	null
C1538310	AZI2_HUMAN	Q9H6S1	AZI2	ENSG00000163512	null
C1424308	TXND3_HUMAN	Q8N427	NME8	ENSG00000086288	null
C1825673	K0753_HUMAN	Q2KHM9	KIAA0753	ENSG00000198920	null
C1837820	GRHL2_HUMAN	Q6ISB3	GRHL2	ENSG00000083307	T25924
C1823501	TYW2_HUMAN	Q53H54	TRMT12	ENSG00000183665	null
C1824244	CH033_HUMAN	Q9H7E9	C8orf33	ENSG00000182307	null
C1428376	CHSTE_HUMAN	Q8NCH0	CHST14	ENSG00000169105	null
C1415359	GCYA2_HUMAN	P33402	GUCY1A2	ENSG00000152402	null
C1420847	TOX3_HUMAN	O15405	TOX3	ENSG00000103460	null
C1421212	TTC1_HUMAN	Q99614	TTC1	ENSG00000113312	null
C1824021	ZN720_HUMAN	Q7Z2F6	ZNF720	ENSG00000197302	null
C1825488	U3KPV4_HUMAN	U3KPV4	A3GALT2	ENSG00000184389	null
C1425586	KMT2E_HUMAN	Q8IZD2	KMT2E	ENSG00000005483	null
C1415119	GLNA_HUMAN	P15104	GLUL	ENSG00000135821	T73557,T37735
C1540006	TMM35_HUMAN	Q53FP2	TMEM35A	ENSG00000126950	null
C1538245	ZN682_HUMAN	O95780	ZNF682	ENSG00000197124	null
C1333692	CCR10_HUMAN	P46092	CCR10	ENSG00000184451	null
C3541852	NOP9_HUMAN	Q86U38	NOP9	ENSG00000196943	null
C1412374	AMACR_HUMAN	Q9UHK6	AMACR	ENSG00000242110	T92768
C1414627	FKBP5_HUMAN	Q13451	FKBP5	ENSG00000096060	T98337
C1427153	DPP10_HUMAN	Q8N608	DPP10	ENSG00000175497	T43102
C1425007	MYG1_HUMAN	Q9HB07	MYG1	ENSG00000139637	null
C1428421	G3ST2_HUMAN	Q9H3Q3	GAL3ST2	ENSG00000154252	null
C1826786	RCC1_HUMAN	P18754	RCC1	ENSG00000180198	null
C1418341	PCDB7_HUMAN	Q9Y5E2	PCDHB7	ENSG00000113212	null
C1414480	EVI2A_HUMAN	P22794	EVI2A	ENSG00000126860	null
C1422281	LY66F_HUMAN	Q5SQ64	LY6G6F	ENSG00000204424	null
C1539550	GA2L3_HUMAN	Q86XJ1	GAS2L3	ENSG00000139354	null
C1538616	PDZD4_HUMAN	Q76G19	PDZD4	ENSG00000067840	null
C1420385	SPTA1_HUMAN	P02549	SPTA1	ENSG00000163554	null
C1412267	CRIS1_HUMAN	P54107	CRISP1	ENSG00000124812	null
C1426876	ZDH15_HUMAN	Q96MV8	ZDHHC15	ENSG00000102383	null
C2829141	VS10L_HUMAN	Q86VR7	VSIG10L	ENSG00000186806	null
C1538936	ARMC6_HUMAN	Q6NXE6	ARMC6	ENSG00000105676	null
C1421578	ZFX_HUMAN	P17010	ZFX	ENSG00000005889	null
C1413268	CAD10_HUMAN	Q9Y6N8	CDH10	ENSG00000040731	null
C1424316	S28A3_HUMAN	Q9HAS3	SLC28A3	ENSG00000197506	null
C1539770	SIDT2_HUMAN	Q8NBJ9	SIDT2	ENSG00000149577	null
C1824061	ZN788_HUMAN	Q6ZQV5	null	ENSG00000214189	null
C1414326	E2AK3_HUMAN	Q9NZJ5	EIF2AK3	ENSG00000172071	T75015,T13176
C1823688	ANR54_HUMAN	Q6NXT1	ANKRD54	ENSG00000100124	null
C2239515	HJURP_HUMAN	Q8NCD3	HJURP	ENSG00000123485	null
C1413516	CMA1_HUMAN	P23946	CMA1	ENSG00000092009	T05114
C1824068	ZN800_HUMAN	Q2TB10	ZNF800	ENSG00000048405	null
C1424332	DAPP1_HUMAN	Q9UN19	DAPP1	ENSG00000070190	null
C1539890	SUCR1_HUMAN	Q9BXA5	SUCNR1	ENSG00000198829	T70633
C1825280	FAKD2_HUMAN	Q9NYY8	FASTKD2	ENSG00000118246	null
C1413591	CO6A3_HUMAN	P12111	COL6A3	ENSG00000163359	T83450
C1413834	MAMD1_HUMAN	Q13495	MAMLD1	ENSG00000013619	null
C1419421	TRI34_HUMAN	Q9BYJ4	TRIM34	ENSG00000258659	null
C1825527	DHI1L_HUMAN	Q7Z5J1	HSD11B1L	ENSG00000167733	null
C1427479	KCD11_HUMAN	Q693B1	KCTD11	ENSG00000213859	null
C1423085	MUC15_HUMAN	Q8N387	MUC15	ENSG00000169550	T58216
C1824885	SYDM_HUMAN	Q6PI48	DARS2	ENSG00000117593	null
C1418833	PP1R8_HUMAN	Q12972	PPP1R8	ENSG00000117751	null
C1424729	MLC1_HUMAN	Q15049	MLC1	ENSG00000100427	null
C1428909	NUP37_HUMAN	Q8NFH4	NUP37	ENSG00000075188	null
C1824780	CQ10B_HUMAN	Q9H8M1	COQ10B	ENSG00000115520	null
C1825886	LRC39_HUMAN	Q96DD0	LRRC39	ENSG00000122477	null
C1421710	ZN221_HUMAN	Q9UK13	ZNF221	ENSG00000159905	null
C1539731	SG1C1_HUMAN	Q8TD33	SCGB1C1	ENSG00000188076	null
C1412138	POTEH_HUMAN	Q6S545	POTEH	ENSG00000198062	null
C1418609	KPYR_HUMAN	P30613	PKLR	ENSG00000143627	null
C1425039	ROP1A_HUMAN	Q9HAT0	ROPN1	ENSG00000065371	null
C1413457	CLCKA_HUMAN	P51800	CLCNKA	ENSG00000186510	T04149
C1426629	CAP2_HUMAN	P40123	CAP2	ENSG00000112186	null
C1428959	RET7_HUMAN	Q96R05	RBP7	ENSG00000162444	null
C1425655	COG8_HUMAN	Q96MW5	COG8	ENSG00000213380	null
C1540019	TM45B_HUMAN	Q96B21	TMEM45B	ENSG00000151715	null
C1825596	IMP1L_HUMAN	Q96LU5	IMMP1L	ENSG00000148950	null
C1413729	CRBB1_HUMAN	P53674	CRYBB1	ENSG00000100122	T38622
C1428569	PKHS1_HUMAN	Q5SXH7	PLEKHS1	ENSG00000148735	null
C1416802	LBR_HUMAN	Q14739	LBR	ENSG00000143815	null
C1366622	MOK_HUMAN	Q9UQ07	MOK	ENSG00000080823	null
C3812475	SPE2B_HUMAN	A6NHP3	SPDYE2B	ENSG00000173678	null
C1332771	COIA1_HUMAN	P39060	COL18A1	ENSG00000182871	T75788
C1426302	SSX6_HUMAN	Q7RTT6	null	ENSG00000171483	null
C1540185	ATL2_HUMAN	Q86TH1	ADAMTSL2	ENSG00000197859	null
C2677835	CXG3_HUMAN	Q8NFK1	GJC3	ENSG00000176402	T98633
C1422862	O51B4_HUMAN	Q9Y5P0	OR51B4	ENSG00000183251	null
C1427996	GKN1_HUMAN	Q9NS71	GKN1	ENSG00000169605	null
C1825469	HIG1B_HUMAN	Q9P298	HIGD1B	ENSG00000131097	null
C2240051	ST3L2_HUMAN	P0CL84	null	ENSG00000277072	null
C1415251	PSYR_HUMAN	Q8IYL9	GPR65	ENSG00000140030	null
C1421008	TRBC1_HUMAN	P01850	null	ENSG00000211751	T99557
C1417089	MDM4_HUMAN	O15151	MDM4	ENSG00000198625	T36741
C1823095	SPDYC_HUMAN	Q5MJ68	SPDYC	ENSG00000204710	null
C1417002	AOFB_HUMAN	P27338	MAOB	ENSG00000069535	T83011
C1413781	CSTF3_HUMAN	Q12996	CSTF3	ENSG00000176102	null
C1538178	ZMY11_HUMAN	Q15326	ZMYND11	ENSG00000015171	null
C1825746	K1C28_HUMAN	Q7Z3Y7	KRT28	ENSG00000173908	null
C1417531	MYEOV_HUMAN	Q96EZ4	MYEOV	ENSG00000172927	null
C1537426	ISOC1_HUMAN	Q96CN7	ISOC1	ENSG00000066583	null
C2681202	CC173_HUMAN	Q0VFZ6	CCDC173	ENSG00000154479	null
C1415250	GPR64_HUMAN	Q8IZP9	ADGRG2	ENSG00000173698	null
C1417129	MFAP4_HUMAN	P55083	MFAP4	ENSG00000166482	null
C1417772	PNPH_HUMAN	P00491	PNP	ENSG00000198805	T78198
C1427697	ZNHI1_HUMAN	O43257	ZNHIT1	ENSG00000106400	null
C1425509	AGO4_HUMAN	Q9HCK5	AGO4	ENSG00000134698	null
C1428510	ZN556_HUMAN	Q9HAH1	ZNF556	ENSG00000172000	null
C1421356	UN13B_HUMAN	O14795	UNC13B	ENSG00000198722	T53070
C0812267	ERBB4_HUMAN	Q15303	ERBB4	ENSG00000178568	T06559,T92057
C1825166	FA83F_HUMAN	Q8NEG4	FAM83F	ENSG00000133477	null
C1423844	UBE2C_HUMAN	O00762	UBE2C	ENSG00000175063	null
C3147211	REC16_HUMAN	P61578	null	null	null
C1421584	ZIM2_HUMAN	Q9NZV7	ZIM2	ENSG00000269699	null
C1413132	CASP3_HUMAN	P42574	CASP3	ENSG00000164305	T57943
C1823786	KDF1_HUMAN	Q8NAX2	KDF1	ENSG00000175707	null
C1412321	AK1A1_HUMAN	P14550	AKR1A1	ENSG00000117448	null
C1425988	THOC4_HUMAN	Q86V81	ALYREF	ENSG00000183684	null
C1427206	VTA1_HUMAN	Q9NP79	VTA1	ENSG00000009844	null
C1336635	TLR3_HUMAN	O15455	TLR3	ENSG00000164342	T67894
C1826843	RINI_HUMAN	P13489	RNH1	ENSG00000023191	null
C1420439	SSXT_HUMAN	Q15532	SS18	ENSG00000141380	null
C1538174	ZKSC1_HUMAN	P17029	ZKSCAN1	ENSG00000106261	null
C2681618	IQCF5_HUMAN	A8MTL0	IQCF5	ENSG00000214681	null
C1413079	CAPS1_HUMAN	Q9ULU8	CADPS	ENSG00000163618	null
C1421720	ZN230_HUMAN	Q9UIE0	ZNF230	ENSG00000159882	null
C1823630	VEZA_HUMAN	Q9HBM0	VEZT	ENSG00000028203	null
C1825525	H1BP3_HUMAN	Q53T59	HS1BP3	ENSG00000118960	null
C1417558	MYO1A_HUMAN	Q9UBC5	MYO1A	ENSG00000166866	null
C1418017	OR2A5_HUMAN	Q96R48	OR2A5	ENSG00000221836	null
C2681213	CC070_HUMAN	A6NLC5	C3orf70	ENSG00000187068	null
C1826634	MPC2_HUMAN	O95563	MPC2	ENSG00000143158	null
C1425192	MYEF2_HUMAN	Q9P2K5	MYEF2	ENSG00000104177	null
C1412134	ACRO_HUMAN	P10323	ACR	ENSG00000100312	T24595
C1416100	A0A075B6R2_HUMAN	A0A075B6R2	IGHV4-4	ENSG00000276775	null
C1418677	PMP22_HUMAN	Q01453	PMP22	ENSG00000109099	null
C1427563	MIPO1_HUMAN	Q8TD10	MIPOL1	ENSG00000151338	null
C1412918	LRAD4_HUMAN	O15165	LDLRAD4	ENSG00000168675	null
C1417638	NDUB6_HUMAN	O95139	NDUFB6	ENSG00000165264	null
C1428711	F134A_HUMAN	Q8NC44	RETREG2	ENSG00000144567	null
C1842690	NBAS_HUMAN	A2RRP1	NBAS	ENSG00000151779	null
C1837971	ARK74_HUMAN	Q8NHP1	AKR7L	ENSG00000211454	null
C1421376	USF1_HUMAN	P22415	USF1	ENSG00000158773	null
C1420154	CMC2_HUMAN	Q9UJS0	SLC25A13	ENSG00000004864	null
C1420889	TRAF5_HUMAN	O00463	TRAF5	ENSG00000082512	null
C1824302	GI24_HUMAN	Q9H7M9	VSIR	ENSG00000107738	T99704
C1416550	KCNA7_HUMAN	Q96RP8	KCNA7	ENSG00000104848	T84737
C2239668	MA7D3_HUMAN	Q8IWC1	MAP7D3	ENSG00000129680	null
C1428626	DPCA2_HUMAN	Q86SG4	null	ENSG00000179362	null
C1427910	MOT11_HUMAN	Q8NCK7	SLC16A11	ENSG00000174326	null
C1418623	PA2G5_HUMAN	P39877	PLA2G5	ENSG00000127472	null
C1539923	TAOK2_HUMAN	Q9UL54	TAOK2	ENSG00000149930	null
C0694898	WT1_HUMAN	P19544	WT1	ENSG00000184937	T29960
C1415038	GDIA_HUMAN	P31150	GDI1	ENSG00000203879	null
C1428495	GRDN_HUMAN	Q3V6T2	CCDC88A	ENSG00000115355	null
C1539560	EFGM_HUMAN	Q96RP9	GFM1	ENSG00000168827	null
C1428496	FACR2_HUMAN	Q96K12	FAR2	ENSG00000064763	null
C1418025	OR2F1_HUMAN	Q13607	OR2F1	ENSG00000213215	null
C1423452	OR4N4_HUMAN	Q8N0Y3	OR4N4	ENSG00000183706	null
C1538145	ZBT7C_HUMAN	A1YPR0	ZBTB7C	ENSG00000184828	null
C1427236	CF062_HUMAN	Q9GZU0	C6orf62	ENSG00000112308	null
C2240211	Z518B_HUMAN	Q9C0D4	ZNF518B	ENSG00000178163	null
C1824415	RUS1_HUMAN	Q96GQ5	RUSF1	ENSG00000140688	null
C1427645	LNP_HUMAN	Q9C0E8	LNPK	ENSG00000144320	null
C1428129	NALDL_HUMAN	Q9UQQ1	NAALADL1	ENSG00000168060	null
C1539386	FAIM3_HUMAN	O60667	FCMR	ENSG00000162894	null
C1824403	CO039_HUMAN	Q6ZRI6	C15orf39	ENSG00000167173	null
C2681850	MADL2_HUMAN	A6NDP7	MYADML2	ENSG00000185105	null
C3808965	ZB6CL_HUMAN	Q96FA7	ZBED6CL	ENSG00000188707	null
C1418649	PLIN1_HUMAN	O60240	PLIN1	ENSG00000166819	T97897
C1428048	MCTS1_HUMAN	Q9ULC4	MCTS1	ENSG00000232119	null
C1826525	OTU7B_HUMAN	Q6GQQ9	OTUD7B	ENSG00000264522	null
C1824611	CC85B_HUMAN	Q15834	CCDC85B	ENSG00000175602	null
C1824561	CCD37_HUMAN	Q494V2	CFAP100	ENSG00000163885	null
C1825009	DC1L2_HUMAN	O43237	DYNC1LI2	ENSG00000135720	null
C1415349	GT2D1_HUMAN	Q9UHL9	GTF2IRD1	ENSG00000006704	null
C1426232	ING5_HUMAN	Q8WYH8	ING5	ENSG00000168395	null
C1825895	LRC48_HUMAN	Q9H069	DRC3	ENSG00000171962	null
C1538426	CAH13_HUMAN	Q8N1Q1	CA13	ENSG00000185015	null
C1422263	DMRT3_HUMAN	Q9NQL9	DMRT3	ENSG00000064218	null
C1422045	AT8B3_HUMAN	O60423	ATP8B3	ENSG00000130270	null
C1538416	ADIRF_HUMAN	Q15847	ADIRF	ENSG00000148671	null
C1538305	AT7L2_HUMAN	Q5T6C5	ATXN7L2	ENSG00000162650	null
C1414637	FLNC_HUMAN	Q14315	FLNC	ENSG00000128591	null
C1426580	GNA1_HUMAN	Q96EK6	GNPNAT1	ENSG00000100522	null
C1414520	ACSL4_HUMAN	O60488	ACSL4	ENSG00000068366	null
C1428356	BTNL9_HUMAN	Q6UXG8	BTNL9	ENSG00000165810	null
C0796355	TAL1_HUMAN	P17542	TAL1	ENSG00000162367	null
C1422054	CHRC1_HUMAN	Q9NRG0	CHRAC1	ENSG00000104472	null
C1540098	TSN18_HUMAN	Q96SJ8	TSPAN18	ENSG00000157570	null
C1823453	TMTC3_HUMAN	Q6ZXV5	TMTC3	ENSG00000139324	null
C3469867	SPT25_HUMAN	Q9BR10	SPATA25	ENSG00000149634	null
C1823863	KIBRA_HUMAN	Q8IX03	WWC1	ENSG00000113645	null
C1418410	RT30_HUMAN	Q9NP92	MRPS30	ENSG00000112996	null
C1415385	H11_HUMAN	Q02539	H1-1	ENSG00000124610	null
C1539008	TMM72_HUMAN	A0PK05	TMEM72	ENSG00000187783	null
C1333923	HXC6_HUMAN	P09630	HOXC6	ENSG00000197757	null
C1412564	NAR3_HUMAN	Q13508	ART3	ENSG00000156219	null
C1417104	MEFV_HUMAN	O15553	MEFV	ENSG00000103313	null
C1425326	S22AB_HUMAN	Q9NSA0	SLC22A11	ENSG00000168065	null
C0694878	EXT1_HUMAN	Q16394	EXT1	ENSG00000182197	null
C1336930	VDAC1_HUMAN	P21796	VDAC1	ENSG00000213585	T99397
C1537512	KR10C_HUMAN	P60413	KRTAP10-12	ENSG00000189169	null
C1414256	LPAR2_HUMAN	Q9HBW0	LPAR2	ENSG00000064547	T39380
C1539445	FA46C_HUMAN	Q5VWP2	TENT5C	ENSG00000183508	null
C1418780	PUR1_HUMAN	Q06203	PPAT	ENSG00000128059	T97713
C1420400	SRF_HUMAN	P11831	SRF	ENSG00000112658	null
C1425507	SNAI3_HUMAN	Q3KNW1	SNAI3	ENSG00000185669	null
C1823709	RSG1_HUMAN	Q9BU20	CPLANE2	ENSG00000132881	null
C1335591	RARB_HUMAN	P10826	RARB	ENSG00000077092	T61657
C1414875	ATNG_HUMAN	P54710	FXYD2	ENSG00000137731	null
C1419223	PGTB2_HUMAN	P53611	RABGGTB	ENSG00000137955	null
C2240092	T184B_HUMAN	Q9Y519	TMEM184B	ENSG00000198792	null
C1823555	STPAP_HUMAN	Q9H6E5	TUT1	ENSG00000149016	null
C1412137	ACTA_HUMAN	P62736	ACTA2	ENSG00000107796	null
C1413040	CAH11_HUMAN	O75493	CA11	ENSG00000063180	null
C1418798	PPIE_HUMAN	Q9UNP9	PPIE	ENSG00000084072	null
C1415565	DOA_HUMAN	P06340	HLA-DOA	ENSG00000204252	null
C1420378	SPR2E_HUMAN	P22531	SPRR2E	ENSG00000203785	null
C1426906	RETN_HUMAN	Q9HD89	RETN	ENSG00000104918	null
C1426345	P121A_HUMAN	Q96HA1	POM121	ENSG00000196313	null
C1422254	ABCG4_HUMAN	Q9H172	ABCG4	ENSG00000172350	null
C1424659	STABP_HUMAN	O95630	STAMBP	ENSG00000124356	null
C1836075	NPS_HUMAN	P0C0P6	NPS	ENSG00000214285	null
C1825437	LARG2_HUMAN	Q8N3Y3	LARGE2	ENSG00000165905	null
C1418853	PPP6_HUMAN	O00743	PPP6C	ENSG00000119414	null
C1418485	PFD4_HUMAN	Q9NQP4	PFDN4	ENSG00000101132	null
C2829522	GG6L2_HUMAN	Q8N9W4	GOLGA6L2	ENSG00000174450	null
